Key,Value
"rēito-, rēiti-","joint.s.03, joint.a.01, joint.s.02, joint.n.06, joint.n.05, joint.n.02, joint.n.01, joint.v.04, joint.v.03, joint.v.02, joint.v.01"
"1. peig-, and peik-","colored.s.02, colored.a.01"
albʰo-,"white.a.02, white.s.12, white.a.01, white.s.10, white.s.09, white.s.07, white.s.06, white.s.05, white.s.04, white.s.03, white.n.11, white.n.02, white.n.09, white.n.01, albino.n.01"
"ar(e)-ǵ-, arǵ-?, r̥ǵi-","white.a.02, white.s.12, argent.s.01, white.a.01, white.s.10, white.s.09, white.s.07, white.s.06, white.s.05, white.s.04, white.s.03, white.n.11, white.n.02, white.n.09, white.n.01, argent.n.01"
"bʰerəǵ-, bʰrēǵ-","white.a.02, white.s.12, white.a.01, white.s.10, white.s.09, white.s.07, white.s.06, white.s.05, white.s.04, white.s.03, white.n.11, white.n.02, white.n.09, white.n.01"
bʰlendʰ-,"blond.a.01, dim.s.01, pale.s.04, pale.s.03, pale.s.01, dim.s.02, pale.s.05, pale.s.02, blond.n.02, blond.n.01, pale.v.01, dim.v.03, dim.v.02, dim.v.01"
"1. el-, ol-, <sub>e</sub>l-","brown.s.02, brown.s.01, red.s.01, red.n.01, brown.n.01, red.n.02, brown.n.03, brown.v.01"
makʰ-o-s,"bold.a.01, bold.s.02, wild.s.04, wild.s.03, unbridled.s.01, wild.a.02, wild.a.01, wild.r.02, wild.n.01"
"2. dʰeu-, dʰu̯-ēi-","faint.s.06, faint.s.05, faint.s.01, faint.s.03, faint.s.04, faint.n.01, faint.v.01, vanish.v.05, vanish.v.04, vanish.v.02"
bʰləido-s,"light.a.06, pale.s.04, pale.s.03, light.a.02, pale.s.01, light.s.09, light.s.24, light.s.12, light.s.23, light.s.08, light.a.01, light.s.22, light.a.05, light.a.04, light.a.14, light.a.13, light.s.11, light.a.03, pale.s.05, light.s.20, light.s.19, pale.s.02, light.s.18, light.s.16, light.n.02, light.n.07, light.n.12, light.n.10, light.n.03, light.n.14, light.n.05, light.n.08, light.n.01, light.n.09, light.n.06, pale.v.01, light.v.01"
gleǵ-,"soft.s.19, tender.s.08, soft.s.16, soft.s.15, soft.a.01, soft.a.02, soft.a.09, soft.a.08, soft.a.03, soft.a.06, tender.s.03, soft.s.11, tender.a.05, tender.a.06, tender.a.01, soft.s.10, tender.n.06, tender.n.05, tender.n.04, tender.n.01, tender.v.04, tender.v.03, tender.v.01"
7. mēi- : mōi- : mī-,"soft.s.19, soft.s.16, soft.s.15, soft.a.01, soft.a.02, soft.a.09, soft.a.08, soft.a.03, soft.a.06, mild.a.01, soft.s.11, soft.s.10"
pasto-,"solid.s.05, fast.s.10, solid.s.10, solid.s.09, solid.s.15, firm.s.03, firm.s.10, fast.a.01, fast.a.03, fast.a.02, fast.s.08, solid.s.01, firm.s.02, firm.s.08, solid.s.04, solid.s.14, fast.s.05, firm.s.01, firm.s.07, solid.s.12, firm.s.04, fast.s.04, solid.a.02, solid.a.03, solid.s.11, solid.s.07, firm.s.06, firm.s.05, firm.r.01, fast.r.01, fast.r.02, fast.n.01, firm.n.01, solid.n.03, solid.n.02, solid.n.01, fast.v.02, fast.v.01"
"1. (s)ter-, (s)terə- : (s)trē-","solid.s.05, solid.s.10, solid.s.09, solid.s.15, rigid.s.01, rigid.a.04, solid.s.01, solid.s.04, solid.s.14, stiff.s.01, stark.s.03, solid.s.12, solid.a.02, solid.a.03, solid.s.11, solid.s.07, stiff.s.02, rigid.s.02, stark.r.01, stiff.r.01, stiff.n.01, solid.n.03, solid.n.02, solid.n.01"
2. tenk-,"solid.s.05, solid.s.10, solid.s.09, solid.s.15, solid.s.01, solid.s.04, solid.s.14, solid.s.12, solid.a.02, solid.a.03, solid.s.11, solid.s.07, solid.n.03, solid.n.02, solid.n.01, thicken.v.02, thicken.v.01, thicken.v.03"
kost-,"bone.s.01, leg.n.08, leg.n.07, leg.n.03, bone.n.03, bone.n.01, leg.n.01, leg.n.02, costa.n.01, leg.n.05, bone.n.02, bone.v.02"
"ost(ʰ)-, ost(ʰ)i, ost(ʰ)r̥(g), oblique ost(ʰ)-(e)n-","bone.s.01, bone.n.03, bone.n.01, os.n.01, bone.n.02, bone.v.02"
*leu̯-{1},"dirty.s.12, dirty.a.01, dirty.a.02, dirty.a.04, dirty.s.11, dirty.s.09, dirty.s.08, dirty.s.07, dirty.s.03, dirty.s.06, dirty.s.05, dirty.v.01"
?*(s)terk̑-,"dirty.s.12, dirty.a.01, dirty.a.02, dirty.a.04, dirty.s.11, dirty.s.09, dirty.s.08, dirty.s.07, dirty.s.03, dirty.s.06, dirty.s.05, dirty.v.01"
"6. ker-, and ḱer-","dirty.s.12, dark-colored.s.01, dirty.a.01, dirty.a.02, dirty.a.04, dirty.s.11, dirty.s.09, dirty.s.08, dirty.s.07, dirty.s.03, dirty.s.06, dirty.s.05, dirty.v.01"
"6. mel-, melə-","dirty.s.12, dirty.a.01, dirty.a.02, dirty.a.04, dirty.s.11, dirty.s.09, dirty.s.08, dirty.s.07, dirty.s.03, dirty.s.06, dirty.s.05, dirty.v.01"
2. sal-,"dirty.s.12, dirty.a.01, dirty.a.02, dirty.a.04, dirty.s.11, sallow.s.01, dirty.s.09, dirty.s.08, dirty.s.07, dirty.s.03, dirty.s.06, dirty.s.05, gray.n.01, sallow.n.01, gray.n.05, sallow.v.01, dirty.v.01"
sreup-,"dirty.s.12, dirty.a.01, dirty.a.02, dirty.a.04, dirty.s.11, dirty.s.09, dirty.s.08, dirty.s.07, dirty.s.03, dirty.s.06, dirty.s.05, scabby.s.01, dirty.v.01"
ḱēi-bʰ-,"fast.s.10, fast.a.01, fast.a.03, fast.a.02, fast.s.08, hasty.s.01, hasty.s.02, violent.s.03, violent.s.02, fast.s.05, fast.s.04, violent.a.01, fast.r.01, fast.r.02, fast.n.01, fast.v.02, fast.v.01"
ḱēi-gʰ-,"fast.s.10, fast.a.01, fast.a.03, fast.a.02, fast.s.08, hasty.s.01, hasty.s.02, violent.s.03, violent.s.02, fast.s.05, fast.s.04, violent.a.01, fast.r.01, fast.r.02, fast.n.01, fast.v.02, fast.v.01"
"ḱerbero-, and kerbero-",checkered.s.02
"pougo-, or pougʰo-","pure.s.07, clear.a.01, clear.a.04, clear.s.02, clear.a.11, clear.s.17, clear.s.09, pure.s.05, clear.s.08, clear.s.05, pure.s.04, clear.s.15, clear.s.14, clear.s.03, clear.s.13, pure.a.06, pure.a.01, clear.s.06, clear.r.01, clear.n.01, clear.v.24, clear.v.02, clear.v.23, clear.v.22, clear.v.21, clear.v.20, clear.v.10, clear.v.19, clear.v.17, clear.v.09, clear.v.08, clear.v.07, clear.v.12, clear.v.11"
ai̯os-,"bronze.s.01, bronze.s.02, bronze.n.02, ore.n.02, ore.n.01, bronze.n.01, bronze.v.01"
médʰu,"honey.s.01, honey.n.01, mead.n.03, honey.v.01"
"meli-t, genitive mel-nés","honey.s.01, honey.n.01, honey.v.01"
reudʰ-,"red.s.01, red.n.01, red.n.02"
"3. ser-, sor-","red.s.01, red.n.01, red.n.02"
3. lep-,"stone.s.01, rock.n.07, stone.n.02, stone.n.13, rock.n.01, rock.n.04, stone.n.06, stone.n.05, rock.n.02, stone.v.01, rock.v.01, rock.v.02"
2. lēu- : ləu-,"stone.s.01, stone.n.02, stone.n.13, stone.n.06, stone.n.05, stone.v.01"
"ond-, n̥d-","stone.s.01, rock.n.07, stone.n.02, stone.n.13, rock.n.01, rock.n.04, stone.n.06, stone.n.05, rock.n.02, stone.v.01, rock.v.01, rock.v.02"
badi̯os,"yellow.s.01, bay.s.01, yellow.s.05, yellow.s.03, bay.n.07, bay.n.05, bay.n.04, yellow.n.01, bay.n.02, bay.n.01, yellow.v.01, bay.v.02, bay.v.01"
"1. ǵʰel-, and gʰel-?, also as i-, u-, or n-stem; ǵʰelə-, ǵʰlē-, ǵʰlō-, ǵʰlə-","yellow.s.01, yellow.s.05, yellow.s.03, glare.n.02, glare.n.01, yellow.n.01, yellow.v.01, glare.v.03, glare.v.02"
"1. seu-, seʷə- : sū-","liquid.s.03, liquid.s.05, liquid.a.01, liquid.s.02, juice.n.04, liquid.n.04, sop.n.02, soup.n.01, sop.n.01, juice.n.01, juice.n.03, soup.n.03, juice.n.02, liquid.n.02, liquid.n.03, liquid.n.01, soup.n.02, soup.v.01, sop.v.03, sop.v.02, sop.v.01"
2. tem-,"confused.a.05, confused.s.02, confused.s.03"
"3i. u̯er-, u̯r-ei-","confused.a.05, confused.s.02, confused.s.03"
mō[u]-ro- : mū-ro-,"stupid.a.01, crazy.s.05, crazy.s.03, crazy.s.04, crazy.s.02, crazy.n.01, stupid.n.01"
2. dens-,"dense.s.04, dense.s.03, dense.s.02, dense.s.01"
alp-,"weak.s.12, weak.s.11, small.a.01, small.s.04, weak.s.09, weak.s.08, weak.s.06, small.s.08, weak.a.01, weak.s.05, small.r.01, small.n.02, small.n.01"
bʰ(e)lāg-,"weak.s.12, weak.s.11, weak.s.09, weak.s.08, weak.s.06, weak.a.01, weak.s.05, silly.n.01"
bʰeleu-,"weak.s.12, weak.s.11, weak.s.09, weak.s.08, weak.s.06, weak.a.01, weak.s.05"
2. bʰlēu- : bʰləu- : bʰlū-,"weak.s.12, bad.s.03, miserable.s.05, weak.s.11, bad.s.04, bad.s.14, bad.s.13, bad.a.01, bad.s.12, miserable.s.01, bad.s.11, bad.s.10, bad.s.02, weak.s.09, weak.s.08, weak.s.06, bad.s.09, bad.s.08, weak.a.01, bad.s.07, weak.s.05, bad.s.06, bad.n.01"
bʰleus-,"weak.s.12, weak.s.11, mild.a.01, weak.s.09, weak.s.08, weak.s.06, weak.a.01, weak.s.05"
2. lei-,"weak.s.12, weak.s.11, weak.s.09, weak.s.08, weak.s.06, weak.a.01, weak.s.05"
lēs : ləs-,"weak.s.12, weak.s.11, slack.s.02, feeble.s.04, weak.s.09, weak.s.08, weak.s.06, weak.a.01, feeble.s.01, weak.s.05, slack.n.06, slack.n.05, slack.n.03, slack.n.01, slack.v.08, slack.v.04, slack.v.03, slack.v.02, slack.v.01"
orbʰo-,"weak.s.12, weak.s.11, weak.s.09, weak.s.08, weak.s.06, weak.a.01, weak.s.05, orphan.n.04, orphan.n.03, orphan.n.01, orphan.n.02, orphan.v.01"
"(s)lēg- : (s)ləg-, and (s)leg-","weak.s.12, weak.s.11, feeble.s.04, weak.s.09, weak.s.08, weak.s.06, weak.a.01, feeble.s.01, weak.s.05"
"2. ter-, teru-","weak.s.12, fragile.s.02, tender.s.08, weak.s.11, tender.s.03, feeble.s.04, weak.s.09, weak.s.08, weak.s.06, weak.a.01, feeble.s.01, tender.a.05, tender.a.06, tender.a.01, weak.s.05, tender.n.06, tender.n.05, tender.n.04, tender.n.01, tender.v.04, tender.v.03, tender.v.01"
"u̯ā̆i-, u̯ī-","weak.s.12, miserable.s.05, weak.s.11, miserable.s.01, weak.s.09, weak.s.08, weak.s.06, weak.a.01, weak.s.05"
"epi, opi, pi","near.a.01, near.s.03, near.s.02, near.r.01, at.n.02"
6. u̯el-,"warm.s.10, warm.s.09, warm.s.08, warm.a.01, warm.a.02, warm.a.03, warm.v.02, warm.v.01"
"2. gʷer-, gʷerə-, gʷerəu-, gʷerī-","heavy.s.07, heavy.s.26, heavy.s.25, heavy.s.23, heavy.s.22, heavy.s.21, heavy.s.20, heavy.a.01, heavy.s.19, heavy.a.04, heavy.a.02, heavy.a.09, heavy.a.08, heavy.s.18, heavy.a.03, grave.s.03, heavy.s.15, grave.s.01, heavy.s.13, heavy.s.12, heavy.s.10, heavy.r.01, grave.n.02, heavy.n.02, heavy.n.01, grave.n.01"
smog-,"heavy.s.07, heavy.s.26, heavy.s.25, heavy.s.23, heavy.s.22, heavy.s.21, heavy.s.20, heavy.a.01, heavy.s.19, heavy.a.04, burdensome.s.01, heavy.a.02, heavy.a.09, heavy.a.08, heavy.s.18, heavy.a.03, heavy.s.15, heavy.s.13, heavy.s.12, heavy.s.10, heavy.r.01, heavy.n.02, heavy.n.01"
reu̯ə- : rū-,roomy.s.01
dus-,"bad.s.03, foul.a.04, bad.s.04, bad.s.14, bad.s.13, bad.a.01, evil.a.01, bad.s.12, bad.s.11, bad.s.10, bad.s.02, bad.s.09, bad.s.08, bad.s.07, bad.s.06, evil.s.02, evil.n.01, foul.n.01, evil.n.03, bad.n.01, evil.n.02, foul.v.07, foul.v.06, foul.v.05, foul.v.04, foul.v.01"
"1. leig-, and leik-, better oleig-, oleik-","miserable.s.05, needy.s.02, miserable.s.01, needy.n.01"
"5. er-, erə-, tʰematic (e)r-ĕ-","loose.a.01, loose.s.02, crumbly.s.01, loose.a.03, loose.s.11, loose.s.09, loose.s.08, loose.r.01"
"1. kai-, kai-u̯o-, kai-u̯elo-","alone.s.04, alone.s.03, alone.s.01, alone.s.02, alone.r.02"
"bʰili-, bʰilo-","harmonious.s.04, good.s.09, harmonious.s.03, good.s.21, harmonious.s.02, good.s.13, good.s.20, friendly.a.01, friendly.a.04, friendly.a.03, good.s.19, good.a.01, good.a.03, harmonious.a.01, good.s.18, good.s.17, friendly.s.02, good.s.16, good.s.06, good.s.12, good.s.15, good.s.07, good.n.02, good.n.03, good.n.01, friendly.n.01"
"kai-lo-, kai-lu-","whole.a.01, whole.a.02, healthy.a.01, healthy.s.04, healthy.s.02, healthy.s.03, whole.n.02, whole.n.01"
"solo-, sol(e)u̯o-","whole.a.01, whole.a.02, salubrious.s.02, whole.n.02, whole.n.01"
sēmi-,"half.s.01, half.a.03, half.s.02, half.r.01, half.n.02"
u̯ē̆su-,"good.s.09, good.s.21, good.s.13, good.s.20, good.s.19, good.a.01, good.a.03, good.s.18, good.s.17, good.s.16, good.s.06, good.s.12, good.s.15, good.s.07, good.n.02, good.n.03, good.n.01"
*dʰu̯en-,"sound.s.09, sound.s.07, sound.a.01, sound.a.03, sound.n.01, sound.n.02, sound.n.04, sound.n.08, sound.n.03, sound.v.01, sound.v.03, sound.v.02, sound.v.06, sound.v.04"
*g̑ar-{1},"sound.s.09, sound.s.07, sound.a.01, sound.a.03, call.n.12, call.n.11, call.n.06, sound.n.01, sound.n.02, call.n.02, call.n.01, call.n.10, call.n.09, call.n.04, call.n.08, sound.n.04, sound.n.08, sound.n.03, call.v.28, call.v.27, call.v.26, call.v.25, call.v.24, call.v.23, call.v.22, call.v.03, call.v.05, call.v.21, call.v.20, call.v.19, call.v.02, call.v.10, call.v.09, call.v.08, call.v.17, call.v.16, sound.v.01, sound.v.03, sound.v.02, sound.v.06, sound.v.04, call.v.14, call.v.07, call.v.13, call.v.11"
*g̑ʰu̯en-{1},"sound.s.09, sound.s.07, sound.a.01, sound.a.03, sound.n.01, sound.n.02, sound.n.04, sound.n.08, sound.n.03, sound.v.01, sound.v.03, sound.v.02, sound.v.06, sound.v.04"
*k/k̑an-{1},"sound.s.09, sound.s.07, sound.a.01, sound.a.03, sound.n.01, sound.n.02, sound.n.04, sound.n.08, sound.n.03, sing.v.03, sing.v.02, sing.v.01, sound.v.01, sound.v.03, sound.v.02, sound.v.06, sound.v.04"
1.*su̯er-,"sound.s.09, sound.s.07, sound.a.01, sound.a.03, sound.n.01, sound.n.02, sound.n.04, sound.n.08, sound.n.03, sound.v.01, sound.v.03, sound.v.02, sound.v.06, sound.v.04"
"3. bʰreus-, bʰrū̆s-","sound.s.09, sound.s.07, sound.a.01, sound.a.03, sound.n.01, sound.n.02, sound.n.04, sound.n.08, sound.n.03, sound.v.01, sound.v.03, sound.v.02, sound.v.06, sound.v.04"
ǵʰlād-,"sound.s.09, sound.s.07, sound.a.01, sound.a.03, sound.n.01, sound.n.02, sound.n.04, sound.n.08, sound.n.03, sound.v.01, sound.v.03, sound.v.02, sound.v.06, sound.v.04"
kan-,"sound.s.09, sound.s.07, sound.a.01, sound.a.03, sound.n.01, sound.n.02, chant.n.01, sound.n.04, sound.n.08, sound.n.03, chant.v.01, sound.v.01, sound.v.03, sound.v.02, sound.v.06, sound.v.04"
2. ned-,"sound.s.09, sound.s.07, sound.a.01, sound.a.03, sound.n.01, sound.n.02, bellow.n.01, sound.n.04, sound.n.08, sound.n.03, bellow.v.02, sound.v.01, sound.v.03, sound.v.02, sound.v.06, sound.v.04"
3. gel(ə)-,"cool.s.02, cool.s.06, cool.s.05, cool.a.01, cool.a.04, cool.a.03, freeze.n.04, freeze.n.03, cool.n.01, freeze.n.02, freeze.n.01, freeze.v.10, freeze.v.09, freeze.v.08, freeze.v.05, cool.v.02, cool.v.03, cool.v.01, freeze.v.02, freeze.v.04, freeze.v.07, freeze.v.01, freeze.v.06"
"mreǵʰu-, mr̥ǵʰu-","brief.s.02, short.s.10, short.a.02, short.a.01, brief.s.01, short.a.07, short.a.06, short.s.09, shy.s.02, short.a.03, short.r.06, short.r.05, short.r.04, short.r.03, short.r.02, short.n.01, brief.n.02, brief.n.01, brief.v.01"
1. u̯ī̆-,"apart.s.01, apart.s.02, apart.r.02, apart.r.06, apart.r.01, apart.r.05, apart.r.03"
gʰau̯o-,"false.s.10, false.s.02, false.s.08, false.s.07, false.s.04, false.a.01, false.s.03"
ans-,"favorable.s.05, favorable.a.02, favorable.a.01"
*bʰeh₃g-,"roast.s.01, roast.n.01, roast.v.01, fry.v.02, fry.v.01"
*bʰerg̑-{1},"roast.s.01, roast.n.01, roast.v.01, fry.v.02, fry.v.01"
"bʰē-, bʰō-","roast.s.01, roast.n.01, bake.v.01, roast.v.01, fry.v.02, bake.v.02, fry.v.01, bake.v.04"
6. bʰer-,"roast.s.01, roast.n.01, bake.v.01, roast.v.01, fry.v.02, bake.v.02, fry.v.01, bake.v.04"
iēlo- : i̯əlo-,"raw.a.03, raw.s.12, raw.s.06, raw.s.11, raw.s.02, raw.s.08, unripe.s.02, raw.s.04, raw.n.01"
om-,"raw.a.03, raw.s.12, raw.s.06, raw.s.11, bitter.s.05, raw.s.02, bitter.s.04, raw.s.08, coarse.s.02, raw.s.04, coarse.a.01, coarse.s.03, bitter.s.06, bitter.s.02, bitter.n.02, raw.n.01, bitter.v.01"
i̯eu̯os-,"right.a.05, right.s.12, right.s.11, right.s.09, right.a.07, right.a.01, right.a.04, right.s.08, right.r.03, right.r.02, right.r.06, right.r.01, right.r.07, right.r.04, right.n.06, justice.n.02, rule.n.12, justice.n.01, right.n.07, right.n.01, right.n.05, rule.n.01, rule.n.11, rule.n.09, rule.n.03, rule.n.08, rule.n.04, right.n.04, right.n.02, right.n.08, rule.n.06, rule.v.07, rule.v.02, rule.v.04, rule.v.06, right.v.03, right.v.02, right.v.01, rule.v.05"
abʰ-,"abrupt.s.04, quick.s.06, quick.s.01, abrupt.s.02, abrupt.s.03, quick.s.04, abrupt.s.01, swift.n.03, quick.n.01, swift.n.02"
6. ster-,"sterile.s.03, barren.s.03, sterile.a.01, barren.s.02, unfruitful.a.01, barren.n.01"
*delh₁-{1},"split.s.02, split.n.01, split.n.09, split.n.08, split.n.07, split.n.06, split.n.04, split.n.03, split.n.02, hew.v.02, hew.v.01"
*skelH-{1},"split.s.02, split.n.01, split.n.09, slit.n.01, split.n.08, split.n.07, split.n.06, slit.n.04, split.n.04, split.n.03, split.n.02, slit.v.02, slit.v.01"
*sk̑ʰei̯d-{1},"split.s.02, separate.s.03, separate.a.01, tear.n.04, split.n.01, split.n.09, separate.n.02, split.n.08, tear.n.01, split.n.07, split.n.06, split.n.04, split.n.03, split.n.02, tear.v.05, separate.v.05, tear.v.02, separate.v.02, separate.v.12, tear.v.01, separate.v.09, separate.v.07, tear.v.03, separate.v.08, separate.v.01"
*terd-,"split.s.02, split.n.01, split.n.09, split.n.08, split.n.07, split.n.06, split.n.04, pierce.n.01, split.n.03, split.n.02, pierce.v.05, pierce.v.04, pierce.v.01, pierce.v.02, pierce.v.03"
2.*keh₂u̯-{1},"split.s.02, beat.n.10, split.n.01, split.n.09, beat.n.09, split.n.08, beat.n.08, beat.n.06, split.n.07, beat.n.01, split.n.06, split.n.04, beat.n.04, split.n.03, split.n.02, beat.v.01, beat.v.02, beat.v.03, beat.v.20, beat.v.11, beat.v.10, beat.v.05, beat.v.19, beat.v.18, beat.v.04, beat.v.16, beat.v.09, beat.v.15, beat.v.08, beat.v.07, beat.v.13, beat.v.12"
bʰeid-,"split.s.02, split.n.01, split.n.09, prick.n.04, split.n.08, split.n.07, split.n.06, split.n.04, pierce.n.01, split.n.03, split.n.02, pierce.v.05, pierce.v.04, pierce.v.01, prick.v.06, pierce.v.02, prick.v.02, pierce.v.03"
"4. der-, ʰeavy-base derə-, drē-","split.s.02, tear.n.04, split.n.01, split.n.09, skin.n.02, skin.n.06, split.n.08, skin.n.01, tear.n.01, split.n.07, split.n.06, split.n.04, split.n.03, split.n.02, skin.n.04, tear.v.05, skin.v.04, skin.v.02, tear.v.02, tear.v.01, tear.v.03"
1. (s)p(ʰ)el-,"split.s.02, split.n.01, split.n.09, split.n.08, split.n.07, split.n.06, spall.n.01, split.n.04, split.n.03, split.n.02"
(s)plei-,"split.s.02, split.n.01, split.n.09, split.n.08, split.n.07, split.n.06, split.n.04, split.n.03, split.n.02"
"ad(u)-, ad-ro-","current.a.01, current.n.02, current.n.01"
u̯əg- : u̯āg-,"bent.s.03, bent.s.01, curved.a.01, bent.n.04, bent.n.01, bent.n.03, bent.n.02"
u̯ək- : *u̯āk-,"bent.s.03, bent.s.01, bent.n.04, bent.n.01, bent.n.03, bent.n.02"
u̯e-n-g-,"bent.s.03, bent.s.01, bent.n.04, bent.n.01, bent.n.03, bent.n.02"
u̯e-n-gʰ-,"bent.s.03, bent.s.01, bent.n.04, bent.n.01, bent.n.03, bent.n.02"
"laidʰ-, lidʰ-","hurt.s.02, hurt.s.01, hurt.v.02, injure.v.01, hurt.v.04, hurt.v.05, hurt.v.06"
2. sem-,"one.s.05, one.s.06, some.s.03, some.s.02, together.s.01, one.s.04, some.s.04, one.s.03, one.s.01, some.a.01, one.s.02, together.r.04, together.r.05, together.r.01, together.r.02, hand_in_hand.r.01, together.r.03, one.n.02, one.n.01"
"bʰereǵʰ-, bʰerǵʰos-","high.s.05, high.s.07, high.a.02, high.a.01, high.a.04, high.r.01, high.r.04, high.r.02, high.r.03, high.n.01, high.n.05, mountain.n.01, high.n.04, high.n.03, high.n.02"
1. lem-,fragile.s.02
"6. ǵʰer-, ǵʰerə- : ǵʰrē-?","short.s.10, small.a.01, short.a.02, short.a.01, short.a.07, short.a.06, small.s.04, short.s.09, small.s.08, shy.s.02, short.a.03, small.r.01, short.r.06, short.r.05, short.r.04, short.r.03, short.r.02, short.n.01, small.n.02, small.n.01"
elg-,"needy.s.02, poor.s.06, poor.a.02, poor.a.04, poor.a.03, needy.n.01"
2.*mei̯H-{1},"mature.s.02, mature.a.03, mature.a.01, mature.v.01, mature.v.03, mature.v.02, thrive.v.02"
dreǵʰ-,"vexed.s.02, displeased.a.01, unwilling.s.02, unwilling.a.01"
"2. merk-, mork-",vexed.s.02
lerg-,"smooth.s.07, even.s.02, even.a.03, even.a.01, slippery.a.01, smooth.a.01, smooth.a.06, smooth.a.03, even.s.05, even.s.04, slippery.s.02, even.r.01, even.r.03, even.r.02, even.r.04, e'en.r.01, smooth.n.01, even.v.03, even.v.02, smooth.v.01, smooth.v.03"
"trii̯əto-, trīto-","watery.s.04, watery.s.03, watery.s.01"
5. ter-,"through.s.02, through.r.05, over.r.03, over.r.01, over.r.02, over.r.04, through.r.02, through.r.04, through.r.01, through.r.03, over.n.01"
2. ner-,"under.s.02, below.r.02, below.r.01, below.r.03, under.r.08, under.r.07, under.r.06, under.r.05, under.r.04, under.r.01, under.r.03, under.r.02"
"n̥dʰos, n̥dʰeri","under.s.02, under.r.08, under.r.07, under.r.06, under.r.05, under.r.04, under.r.01, under.r.03, under.r.02"
"upo, up, eup, (e)up-s-","under.s.02, under.r.08, under.r.07, under.r.06, under.r.05, under.r.04, under.r.01, under.r.03, under.r.02"
ḱsē̆-ro-,"dry.s.16, dry.s.15, dry.s.14, dry.a.07, dry.s.02, dry.s.13, dry.s.12, dry.s.11, dry.s.10, dry.s.09, dry.a.06, dry.s.08, dry.a.01, dry.a.05, dry.a.04, dry.a.03, xeric.a.01, dry.n.01, dry.v.01, dry.v.02"
"saus-, sus-","dry.s.16, dry.s.15, dry.s.14, dry.a.07, dry.s.02, dry.s.13, dry.s.12, dry.s.11, dry.s.10, dry.s.09, dry.a.06, dry.s.08, dry.a.01, dry.a.05, dry.a.04, dry.a.03, dry.n.01, dry.v.01, dry.v.02"
senk-,"dry.s.16, dry.s.15, dry.s.14, dry.a.07, dry.s.02, dry.s.13, dry.s.12, dry.s.11, dry.s.10, dry.s.09, dry.a.06, dry.s.08, dry.a.01, dry.a.05, dry.a.04, dry.a.03, burn.n.05, burn.n.04, dry.n.01, burn.n.03, burn.n.01, burn.v.15, dry.v.01, dry.v.02, burn.v.03, burn.v.07, burn.v.01, burn.v.06, burn.v.10, burn.v.09, burn.v.08, burn.v.05, burn.v.02"
ai-tro-,"sharp.a.09, sharp.a.08, sharp.s.12, sharp.s.11, bitter.s.05, bitter.s.04, sharp.a.10, sharp.s.05, bitter.s.06, bitter.s.02, sharp.n.02, bitter.n.02, sharp.n.01, bitter.v.01"
2. bʰag-,"sharp.a.09, sharp.a.08, sharp.s.12, sharp.s.11, sharp.a.10, sharp.s.05, sharp.n.02, sharp.n.01"
ḱū-,"sharp.a.09, sharp.a.08, sharp.s.12, sharp.s.11, sharp.a.10, sharp.s.05, sharp.n.02, stake.n.05, stake.n.03, sharp.n.01, stake.n.04, stake.v.03, stake.v.04"
(s)tei-,"sharp.a.09, sharp.a.08, sharp.s.12, sharp.s.11, sharp.a.10, sharp.s.05, style.n.09, sharp.n.02, stylus.n.02, stylus.n.01, style.n.03, style.n.06, sharp.n.01, style.n.05, style.v.03, style.v.01, style.v.02"
*tu̯erk̑-{1},"cutting.s.03, cutting.s.01, cutting.n.09, carving.n.02, carving.n.01, cutting.n.04, cutting.n.02"
*u̯eg̑-{1},"lively.s.05, lively.a.01, vigorous.s.01, vigorous.s.02, lively.s.02, cheer.v.04"
"medʰi-, medʰi̯o-","middle.a.04, middle.a.03, middle.n.03, middle.n.02, middle.n.04, middle.v.01"
"3. ap-, āp-","old.s.07, old.s.04, old.s.03, old.a.02, old.a.01, damage.n.03, damage.n.02, damage.n.01, old.n.01, damage.v.01, damage.v.02"
sen(o)-,"old.s.07, old.s.04, old.s.03, senior.s.02, old.a.02, old.a.01, senior.a.01, senior.n.01, old.n.01"
"3. au-, au̯e, u̯ē̆-","down.s.08, down.s.07, down.s.05, down.s.04, down.s.02, down.s.03, down.a.01, down.r.01, down.r.02, down.r.03, down.r.06, down.r.05, down.r.04, down.n.02, down.n.01, down.n.05, down.n.04, down.v.03, down.v.05, down.v.04"
"deru-, dō̆ru-, dr(e)u-, drou-, dreu̯ə- : drū-","firm.s.03, firm.s.10, firm.s.02, firm.s.08, firm.s.01, firm.s.07, firm.s.04, firm.s.06, firm.s.05, firm.r.01, wood.n.08, firm.n.01, wood.n.01"
1. krēp-,"firm.s.03, firm.s.10, strong.s.09, firm.s.02, firm.s.08, strong.s.02, strong.s.07, firm.s.01, firm.s.07, firm.s.04, firm.s.06, firm.s.05, strong.a.01, firm.r.01, firm.n.01"
lento-,"flexible.s.04, flexible.a.02, flexible.a.01"
