root,meaning,derivative,derivative meaning,language,form,dictionary
*h₁leng/g̑ʰ-,finally assure,"heth. likzi, linkanzi ‘schwören’{2}",NYI,NYI,NYI,liv
*h₁lengʷʰ-{1},move effortlessly,"ved. rámँhate ‘eilt, läuft’{2}",NYI,NYI,NYI,liv
*h₁leu̯dʰ-{1},"rise, grow","[ved. áruhat ‘ist gestiegen, gewachsen’{3}",NYI,NYI,NYI,liv
*h₁nedʰ-{1},to emerge,[gr. dor. ark. ἐνθεῖν ‘kommen’{2},NYI,NYI,NYI,liv
*h₁nek̑-,"receive, take","toch.B Konj. eṅtär ‘wird ergreifen, nehmen’{3}",NYI,NYI,NYI,liv
*h₁rei̯-{1},to rise up,"?arm. Ipv. ari ‘erhebe dich!’, [y-areay ‘erhob mich’{2}",NYI,NYI,NYI,liv
*h₁rem-{1},calm down,ved. rámate ‘kommt zur Ruhe’{2},NYI,NYI,NYI,liv
*h₁u̯egʷʰ-,speak solemnly,"ved. 3p óhate ‘sprechen feierlich aus, rühmen’{2}",NYI,NYI,NYI,liv
*h₁u̯eh₂-{0},"leave, give up; stop, cease","ved. vā́yati ‘schwindet dahin, wird leer, ermangelt’{1a}",NYI,NYI,NYI,liv
*h₂ed-,to dry up,"gr. ἄζεται ‘verdorrt, vertrocknet’{1}",NYI,NYI,NYI,liv
*h₂edʰg/g̑ʰ-{1},press,gr. ἄχθομαι ‘bin beladen; bin bedrückt’{1a},NYI,NYI,NYI,liv
*h₂egʰ-{1},"to be scared, to be saddened",gr. ἄχνυμαι ‘bin betrübt’{3},NYI,NYI,NYI,liv
*h₂eh₁-{1},to be hot,"pal. hāri, hānta ‘heiß sein’",NYI,NYI,NYI,liv
*h₂eh₁s-{1},(dry up) due to heat.,toch.B asāre ‘vertrockneten’{3},NYI,NYI,NYI,liv
*h₂ei̯d-{1},to swell,[arm. aytnowm ‘schwelle’{3},NYI,NYI,NYI,liv
*h₂ei̯dʰ-{1},ignite,"ved. Ptz. Med. idhāná- ‘entflammt’, 1p Opt. Med. idhimahi ‘möchten wir entzünden’",NYI,NYI,NYI,liv
*h₂ei̯k̑-{1},impale,"lat. icō, -ere ‘treffen, verwunden’",NYI,NYI,NYI,liv
*h₂ei̯s-,search,"ved. iccháti ‘sucht, erstrebt’",NYI,NYI,NYI,liv
*h₂ei̯sd-{1},to adore; to worship,"ved. ī́ṭṭe ‘ruft an, preist’{2}",NYI,NYI,NYI,liv
*h₂ek̑-,to be/become/make sharp,"mkymr. hogi, 3s hyc ‘wetzen, schärfen’{2}",NYI,NYI,NYI,liv
*h₂ek̑h₃-{1},(to) eat up,ved. ā́śit ‘hat gegessen’{2},NYI,NYI,NYI,liv
*h₂el-{1},"nourish, raise","lat. alō, -ere ‘nähren, aufziehen’",NYI,NYI,NYI,liv
*h₂eldʰ-{1},achieve happily,ved. ā́rdhma ‘haben vollbracht’,NYI,NYI,NYI,liv
*h₂elgʷʰ-{1},bring in (as revenue),[gr. ἦλφον ‘brachte (als Erlös) ein’{2},NYI,NYI,NYI,liv
*h₂elh₂-,aimless walking,[gr. ἀλάομαι ‘irre umher’{1},NYI,NYI,NYI,liv
*h₂elk-{1},repel,[gr. ἄλαλκε ‘wehrte ab’{3},NYI,NYI,NYI,liv
*h₂emH-{1},"to pour, to water","arm. amanam ‘fülle ein, werfe hinein, trage auf’{2}",NYI,NYI,NYI,liv
*h₂emg̑ʰ-{1},(zu)schnüren’ → ‘beengen,[jav. nii-āzata ‘schnürt (sich)’{3},NYI,NYI,NYI,liv
*h₂emh₃-{1},"anfassen, anpacken’ → ‘schwören","ved. amīṣi, amánti ‘anpacken; schwören’{3}",NYI,NYI,NYI,liv
*h₂en-{1},to scoop/draw,"heth. hāni, hēnir ‘schöpfen’{2}",NYI,NYI,NYI,liv
*h₂engʷ-{0},"spread, apply ointment",?arm. awc ‘salbte’{1},NYI,NYI,NYI,liv
*h₂enh₁-{1},breathe,ved. ániti ‘atmet’{2},NYI,NYI,NYI,liv
*h₂enk-,to bend,[heth. hēkta/hinga ‘verbeugt sich’{2},NYI,NYI,NYI,liv
*h₂ens-{1},"procreate, give birth","[heth. hāsi ‘zeugt, gebiert’, 3p hassanzi{2}",NYI,NYI,NYI,liv
*h₂ep-,"fit, adapt","aheth. happaru ‘soll sich fügen, soll passen’{2}",NYI,NYI,NYI,liv
*h₂erH-{1},"dissolve, disappear","toch.B āra, A ār ‘hörte auf’, Konj. B āraṃ, A āraṣ{2}",NYI,NYI,NYI,liv
*h₂erh₃-{1},"break up, plow",gr. ἀρόω ‘pflüge’{2},NYI,NYI,NYI,liv
*h₂erk/k̑-,hold,"heth. harzi, harkanzi ‘halten, haben’{1}",NYI,NYI,NYI,liv
*h₂es-{1},to be satisfied,pal. hasānti ‘werden satt’,NYI,NYI,NYI,liv
*h₂eu̯-{1},enjoy,?alb. ha ‘ißt’{3},NYI,NYI,NYI,liv
*h₂eu̯H-{1},(put on) footwear,arm. agaw ‘zog sich etw. an’{2},NYI,NYI,NYI,liv
*h₂eu̯g-,become strong,"got. aukan ‘sich mehren’{2}, an. (+) auka ‘vermehren’",NYI,NYI,NYI,liv
*h₂eu̯s-,to scoop/draw,pal. 3p Med. hussinta ‘sie schöpfen’{1},NYI,NYI,NYI,liv
*h₂leg/g̑-,take care of,gr. ἀλέγω ‘kümmere mich um etw.’,NYI,NYI,NYI,liv
*h₂leh₁-{1},crushed,[gr. ἄλεσσαν ‘mahlten’{2},NYI,NYI,NYI,liv
*h₂lei̯H-{1},smear,[lat. lēuī ‘beschmierte’{2},NYI,NYI,NYI,liv
*h₂leks-{1},"defend, protect",ved. rákṣati ‘schützt’,NYI,NYI,NYI,liv
*h₂leu̯-,keep away,gr. ἀλέομαι ‘(ver)meide’{2},NYI,NYI,NYI,liv
*h₂meh₁-,mow,"[gr. ἀμάω ‘mähe, schneide’{1}",NYI,NYI,NYI,liv
*h₂mei̯gʷ-{1},change,"gr. ἀμείβω ‘wechsle, (ver)tausche’",NYI,NYI,NYI,liv
*h₂melg̑-,milk,[gr. ἀμέλγω ‘melke’{4},NYI,NYI,NYI,liv
*h₂merd-,"do harm, mistreat","[aav. Inj. mōrəṇdat̰ ‘verdirbt, macht zunichte’{1}; ?[ap. 3s vi-mạrndatiy DSe 40-1 ‘unterdrückt’, 3s Ipf. DB 5,11 viy-amạrnda ‘unterwarf (o.ä.)’{2}",NYI,NYI,NYI,liv
*h₂merg̑-{0},"to strip off, to wipe (away)","ved. mā́rṣṭi ‘wischt ab, reinigt’{1}, [3p mr̥jánti{1a}",NYI,NYI,NYI,liv
*h₂neh₃-{1},criticize,"heth. hannari ‘rechtet, streitet; richtet’{2}",NYI,NYI,NYI,liv
*h₂nek̑-{1},reach,ved. ā́naṭ ‘hat erreicht’{2},NYI,NYI,NYI,liv
*h₂reh₁g/g̑-{1},"be concerned about, help","gr. ἀρήγω ‘helfe, stehe bei’",NYI,NYI,NYI,liv
*h₂res-{1},to refuse oneself,[aav. rārəšiieiṇti ‘werden abtrünnig’{2},NYI,NYI,NYI,liv
*h₂seu̯s-{1},to become dry,[aksl. i-sъchъ ‘trocknete aus (intr.)’,NYI,NYI,NYI,liv
*h₂teu̯g/g̑-{1},Spread terror,heth. hatukzi ‘ist schrecklich’{3},NYI,NYI,NYI,liv
*h₂u̯edH-{1},"to sound, to speak","ved. vádati ‘erhebt die Stimme, spricht’",NYI,NYI,NYI,liv
*h₂u̯eg-,"sting, stab, poke","heth. huekzi, hukanzi ‘abstechen, schlachten, töten’",NYI,NYI,NYI,liv
*h₂u̯eg/g̑ʰ-{1},speak meaningfully,"heth. huekzi, hukanzi ‘beschwören’",NYI,NYI,NYI,liv
*h₂u̯eh₁-,blow; wave; labor pains,heth. (*Ptz.) huwant- ‘Wind’,NYI,NYI,NYI,liv
*h₂u̯ei̯-,run/walk,"[heth. huwāi, huyanzi ‘laufen’{1}",NYI,NYI,NYI,liv
*h₂u̯eks-{1},"(grow up) to grow, to become big",aav. vaxšt̰ ‘läßt wachsen’{3},NYI,NYI,NYI,liv
*h₂u̯elk-{1},"to drag, to pull",[jav. 3p Inj. *-vərəciṇta ‘schleppten weg’{2},NYI,NYI,NYI,liv
*h₂u̯er-,to hang (intransitive),"gr. äol. ἄορτο, hom. [ἄωρτο ‘hing’{2}",NYI,NYI,NYI,liv
*h₂u̯erg-{1},"to turn around, to turn","ved. várk ‘wendest, drehst’, 3p avr̥jan{3}",NYI,NYI,NYI,liv
*h₂u̯ers-{1},rain,"[ved. ávarṣit ‘hat geregnet’, (AVP) vr̥ṣat ‘regnet’{2}",NYI,NYI,NYI,liv
*h₂u̯ert-{1},swear,[heth. huwartahhi ‘verfluche’{2},NYI,NYI,NYI,liv
*h₂u̯i̯edʰ-{1},"hurtful, deadly strike","[ved. (TS) mā́ áti vyātsiṣ ‘schieß nicht zu weit!’, (JB) avyātsur ‘haben erschossen’{2}",NYI,NYI,NYI,liv
*h₃ekʷ-,"consider, catch sight of","gr. ὄσσομαι ‘ahne, sehe (geistig)’",NYI,NYI,NYI,liv
*h₃elh₁-,to perish,"[gr. ὠλόμην ‘ging zugrunde, ging verloren’{2}; [ὄλεσσα ‘zerstörte, verlor’{3}",NYI,NYI,NYI,liv
*h₃er-{1},to set in motion (forward),[ved. (prá) ārta ‘hat sich in Bewegung gesetzt’{3},NYI,NYI,NYI,liv
*h₃erg-{1},to perish,"heth. harakzi, harkanzi ‘umkommen, zugrunde gehen’",NYI,NYI,NYI,liv
*h₃mei̯g̑ʰ-,"harnen"" [UNKNOWN]","?aav. 2s minaš Y. 46,14 ‘beträufelst (?)’, 3p mizə̄n Y. 44,20 ‘hegen’{1}",NYI,NYI,NYI,liv
*h₃neh₂-,enjoy,gr. Med. ἀπ-h₂nhto ‘genoß’{1},NYI,NYI,NYI,liv
*h₃nei̯d-,to disparage,?ved. Ptz. Med. nidāná- ‘getadelt’{1},NYI,NYI,NYI,liv
*h₃reg̑-{1},"straighten, stretch",ved. 3p r̥ñjate ‘bewegen sich in gerader Linie rasch vorwärts’{3},NYI,NYI,NYI,liv
*h₃rei̯H-{1},"wallen, wirbeln’{1a} [UNKNOWN]","[aksl. (+) rějǫ, (rejati) ‘fließen’{2}",NYI,NYI,NYI,liv
*h₃reu̯H-{1},to roar,[ved. ruváti ‘brüllt’{2},NYI,NYI,NYI,liv
*h₃reu̯k-,"(aus)graben, (aus)rupfen",[ai. luñc ‘rupfen’{1},NYI,NYI,NYI,liv
*h₃slei̯dʰ-{1},"slip, go wrong","ved. Ptz. á-sridhāna- ‘nicht fehlgehend’, [3s Inj. mā́ sridhat ‘soll nicht fehlgehen’",NYI,NYI,NYI,liv
*h₃u̯ath₂-{1},wound,gr. hom. οὖτα ‘verwundete’{2} → [οὔτασα,NYI,NYI,NYI,liv
*i̯ebʰ-{0},"eingehen, eindringen [UNKNOWN]",[ved. (RV-Kh.+) yábhati ‘begattet’{3},NYI,NYI,NYI,liv
*i̯eh₃s-,gürten [UNKNOWN],?gr. thessal. ζούσθω· ζωννύσθω Hsch. ‘soll sich gürten’{1},NYI,NYI,NYI,liv
*i̯ek-{1},speak,"ahd. (+) jehan ‘sprechen’, as. gehan ‘aussprechen, bekennen’",NYI,NYI,NYI,liv
*i̯es-,"boil, foam","ved. yayastu RV 7,104,2 ‘soll sieden’, [Ptz. f. yāṣanti- ‘siedend’{1}",NYI,NYI,NYI,liv
*i̯et-,to stand (firmly),[ved. yatāná- ‘fest hingestellt’{2},NYI,NYI,NYI,liv
*i̯eu̯g-,to harness,"ved. yójam, 1s Med. áyuji ‘anschirren’{1}",NYI,NYI,NYI,liv
*i̯eu̯g̑H-{1},become restless,"toch.B yuka ‘besiegte, überwand’{2}",NYI,NYI,NYI,liv
*kerk̑-,to thin down/lose weight,ved. (Br.) kŕ̥śyati ‘magert ab’,NYI,NYI,NYI,liv
*kleh₂-{1},"spread out, lay down","[lit. klóju, (klóti) ‘hinbreiten, ausbreiten’{2}",NYI,NYI,NYI,liv
*klei̯k̑-{1},"torment, plague","parth. sogd. n-xrys- ‘ermahnen, tadeln’{2}",NYI,NYI,NYI,liv
*kseu̯d-,"scatter, fall into small pieces",ved. kṣódante ‘zerstieben’{2},NYI,NYI,NYI,liv
*k/k̑agʰ-{1},(to) comprehend; (to) grasp; (to) enclose; (to) frame,"[umbr. Fut. ku-kehes ‘wirst erreichen’{2}, [osk. Konj. kahad ‘nimmt (Eventualis)’ [mkymr. 2s key ‘bekommst’{3}",NYI,NYI,NYI,liv
*k/k̑an-{1},"sing, sound","lat. canō, -ere ‘singen, ertönen, spielen’",NYI,NYI,NYI,liv
*k/k̑elh₁-{1},"tempt, enchant, deceive","[gr. κηλέω ‘bezaubere, betöre’{3}",NYI,NYI,NYI,liv
*k/k̑u̯as-{1},kiss,"heth. kuaszi, kuassanzi ‘küssen’{2}",NYI,NYI,NYI,liv
*kamp-{1},"bend, curve","gr. κάμπτω ‘krümme, biege’",NYI,NYI,NYI,liv
*keh₂p-{1},"grasp, snap",?an. hǫfundr ‘Urheber; Richter’{2},NYI,NYI,NYI,liv
*kel-{1},drive,"[gr. κέλομαι ‘treibe an, fordere auf’{2}, ion. att. ὀ-κέλλω ‘lande (ein Schiff); strande’{3}",NYI,NYI,NYI,liv
*kelH-{1},"to protrude, to tower above","[lat. ex-, prae-cellō, -ere ‘heraus-, hervorragen’{2}",NYI,NYI,NYI,liv
*kelh₂-,to hit,gr. κλᾱ́- ‘brechen’ in Ptz. ἀπο-κλᾱ́ς (Anacr.){1},NYI,NYI,NYI,liv
*kem-{1},"press, squeeze (?)",arm. kʽamem ‘presse aus’{2},NYI,NYI,NYI,liv
*ken-{1},"arise, start","aksl. (+) -čętъ ‘fing an, begann’",NYI,NYI,NYI,liv
*kenh₁-{1},"to make an effort, to exert oneself",gr. ἐγ-κονέω ‘(be)eile (mich)’{2},NYI,NYI,NYI,liv
*kes-,to organize,"heth. kiszi ‘kämmt’, kissir ‘kämmten’{2}",NYI,NYI,NYI,liv
*keu̯bʰ-{1},"to bow, to cower","gr. κύπτω ‘ducke mich, beuge mich vor’",NYI,NYI,NYI,liv
*keu̯dʰ-{1},hide,"[gr. κύθε ‘verbarg, verhehlte’",NYI,NYI,NYI,liv
*keu̯p-{1},(innerlich) beben,an. (+) hjúfa ‘klagen’{2},NYI,NYI,NYI,liv
*kleh₁-{1},call,"?[ahd. hellan ‘ertönen, erschallen’{2}",NYI,NYI,NYI,liv
*klep-{1},"(secretly) steal, hide","[gr. κλέπτω ‘stehle (heimlich), hintergehe’{3}",NYI,NYI,NYI,liv
*kleu̯b-{1},"stumble, hop","[got. us-hlaupan ‘aufspringen’, an. (+) hlaupa ‘laufen, springen’{4}",NYI,NYI,NYI,liv
*kneh₂-{1},"scrape, rub","gr. att. κνῶ ‘schabe, reibe’, 3s κνῇ, hom. Ipf. κνῆ",NYI,NYI,NYI,liv
*knei̯d-{1},"scratching, pushing (?)",an. (+) hníta ‘stoßen’,NYI,NYI,NYI,liv
*kreh₁-{1},"seven, separate","[lat. crēuī ‘siebte, (unter)schied’{2}",NYI,NYI,NYI,liv
*krek̑-,to hit,"gr. κρέκω ‘schlage (ein Gewebe, Saiteninstrument)’",NYI,NYI,NYI,liv
*kret-,"shake, jostle",ahd. redan ‘sieben’,NYI,NYI,NYI,liv
*kreu̯H-{1},"pile up, cover","aksl. (+) kryjǫ, (kryti) ‘bedecken, verbergen’",NYI,NYI,NYI,liv
*kreu̯s-,to push / to collide,"lit. krušù, (krùšti) ‘zerstampfen, zerstoßen’",NYI,NYI,NYI,liv
*ksen-{1},Roll up wool,"[ved. (AVP) 3p Ipf. vi akṣaṇan, Ptz. vi-kṣaṇant- ‘krempeln’{2}",NYI,NYI,NYI,liv
*kseu̯-{1},"scraping, grinding","gr. ξῡ́ω ‘schabe, schürfe, glätte’{2}",NYI,NYI,NYI,liv
*ksneu̯-{1},sharpen,"ved. kṣṇaumi ‘wetze, schärfe’{2}",NYI,NYI,NYI,liv
*ku̯ath₂-,"Blow bubbles, foam","ved. (YV) Ptz. kváthant- ‘Blasen werfend, aufschäumend, aufwallend’{2}",NYI,NYI,NYI,liv
*ku̯eh₁p-{1},boiling,čech. (+) kvapiti ‘eilen’{2},NYI,NYI,NYI,liv
*ku̯elp-,"to bend, to curve, to arch","nnorw. kvelva, nschw. dial. hvälva ‘sich wölben’{2}",NYI,NYI,NYI,liv
*kʷeh₂s-{1},cough,?[ai. klass. kāsate ‘hustet’{4},NYI,NYI,NYI,liv
*kʷei̯s-{1},"pay attention to something, perceive","aav. cōišt, 2p cəuuištā = jav. coišta2 ‘jmdm. etw. bestimmen, zuweisen’{3}",NYI,NYI,NYI,liv
*kʷei̯t-{1},"notice, recognize","ved. 2p Med. ácidhvam ‘habt beschlossen’{2}, Ptz. cítāna- ‘in Erscheinung tretend’{2a}, [3s acait ‘hat erkannt’{3}",NYI,NYI,NYI,liv
*kʷek̑-{1},"see, catch sight of","[ved. (MS) akśat, (RV) ákhyat ‘hat erblickt, hat geschaut’{2}",NYI,NYI,NYI,liv
*kʷelh₁-{1},"make a turn, turn around, (re-, de-)turn","[arm. ełew ‘wurde, war’{3}",NYI,NYI,NYI,liv
*kʷels-,"draw furrows, plow","[heth. gulasmi, gulsanzi ‘einritzen, aufzeichnen’{2}",NYI,NYI,NYI,liv
*kʷem-,"(swallow) down, suck in",?[arm. Präs. kʽamem ‘presse aus; seihe durch’{1},NYI,NYI,NYI,liv
*kʷendʰ-{1},"receive an impression, experience, suffer","[gr. ἔπαθον ‘erlebte, erlitt’{2}",NYI,NYI,NYI,liv
*kʷer-,"(ab)schneiden, schnitzen"" [UNKNOWN]","heth. Prät. kuerta ‘schnitt’, [Präs. kuerzi, luw. kuwarti ‘schneidet’{2}",NYI,NYI,NYI,liv
*kʷerpH-{1},"turn, turn oneself",[toch.A kārnaṣ ‘steigt herab’{2},NYI,NYI,NYI,liv
*kʷi̯eh₁-,to rest,jav. 1p š́iiāmā Inj. ‘freuen uns’ oder Konj. ‘wollen uns freuen’{1},NYI,NYI,NYI,liv
*kʷi̯eu̯-{1},set in motion,"?ved. cyávam RV 1,165,10 ‘(werde) unternehme(n)’{3}",NYI,NYI,NYI,liv
*kʷrei̯h₂-,"exchange, acquire through trade","gr. πρίατο ‘kaufte’{2}, myk. qi-ri-ja-to = /kʷriato/{3}",NYI,NYI,NYI,liv
*k̑ad-{1},fallen [UNKNOWN],gr. hom. κεκάδοντο ‘wichen zurück’{2},NYI,NYI,NYI,liv
*k̑eHs-{1},"to direct, to instruct","[ved. Ptz. śiṣánt- ‘anweisend’,## 1p Med. ā́ śiṣāmahi ‘weisen (hiermit) zu’",NYI,NYI,NYI,liv
*k̑eNs-{1},announce; estimate (publicly),?[ved. áśamँsit ‘hat vorgetragen’{2a},NYI,NYI,NYI,liv
*k̑eh₂d-{1},to be mentally upset,"gr. κήδομαι ‘sorge mich, bin besorgt’{3}",NYI,NYI,NYI,liv
*k̑eh₂k-{1},jump,"lit. šóku, (šókti) ‘springen, tanzen; sich machen an’, lett. sâku, sâkt ‘anfangen, beginnen’",NYI,NYI,NYI,liv
*k̑eh₃-{1},sharpen,"ved. sam-áśita RV 1,57,2 ‘hat sich geschärft’",NYI,NYI,NYI,liv
*k̑ei̯d-{1},call,"[got. (+) haitan ‘rufen, nennen, befehlen’{2}",NYI,NYI,NYI,liv
*k̑ek-{1},"achieve something, overcome","ved. Konj. śákat, Ipv. śagdhī́ ‘schaffen, können’{2}",NYI,NYI,NYI,liv
*k̑elH-{1},"getting cold, freezing","[lit. šaliù, (šalė́ti) ‘frieren’{2}",NYI,NYI,NYI,liv
*k̑emh₂-,become tired; toil,"ved. aśamit AVP 1,94,4 ‘ist ruhig geworden’{2}; [(YV) áśamanta ‘haben sich abgemüht’{3}",NYI,NYI,NYI,liv
*k̑en-{1},rise,[jav. Präs. sanat̰ ‘stieg hinauf’{2a},NYI,NYI,NYI,liv
*k̑enk-{1},"to be in suspense, to hang (intr.)","[got. (+) hāhan ‘in Unsicherheit lassen’, ae. hōn ‘hängen (tr.)’{2}",NYI,NYI,NYI,liv
*k̑ent-{1},"sting, stab, poke",gr. κένσαι ‘stechen’,NYI,NYI,NYI,liv
*k̑ep-{1},"(to) curse, (to) swear","ved. śápati ‘flucht, verflucht’, śápate ‘schwört’{2}",NYI,NYI,NYI,liv
*k̑er-{1},"scheißen"" [UNKNOWN]","russ. (+) serú, (srat') ‘scheißen’{2}",NYI,NYI,NYI,liv
*k̑erh₃-,"satisfy, feed",[gr. ἐκόρεσ(σ)α ‘sättigte’{1},NYI,NYI,NYI,liv
*k̑es-{1},(to) cut (off),?ved. ví śasta ‘zerlegt!’{2},NYI,NYI,NYI,liv
*k̑lei̯-,to lean on,ved. áśret ‘hat angelehnt’{2},NYI,NYI,NYI,liv
*k̑leu̯-,hear,ved. áśrot ‘hat gehört’,NYI,NYI,NYI,liv
*k̑leu̯H-{1},clean,?alat. cluere ‘reinigen’{2},NYI,NYI,NYI,liv
*k̑leu̯s-{1},(to) listen,ved. śróṣan ‘sie gehorchen’{2},NYI,NYI,NYI,liv
*k̑rei̯H-,"to stand out, to be excellent","gr. κρέων, κρείων ‘Herrscher’{2}",NYI,NYI,NYI,liv
*k̑remh₂-{1},become limp,"ved. Konj. śramat RV 2,30,7 unpers. ‘soll (mich) ermüden’{2}",NYI,NYI,NYI,liv
*k̑reth₂-,to loosen,ved. Aor. Konj. śiśráthas ‘sollst lockern’{1a},NYI,NYI,NYI,liv
*k̑u̯eh₁-{1},to swell,?[ved. (ŚB) áśvat ‘ist angeschwollen’{2},NYI,NYI,NYI,liv
*k̑u̯ei̯t-,shine brightly,ved. ví aśvitan ‘sind weithin aufgeleuchtet’{1},NYI,NYI,NYI,liv
*k̑u̯enk-{1},bend up or down,heth. kunkueni ‘wir richten auf’{2},NYI,NYI,NYI,liv
*k̑u̯es-{1},"schnaufen, schnauben, seufzen","[ved. śvasiti ‘schnauft, schnaubt, zischt’{2}",NYI,NYI,NYI,liv
*legʰ-,to lie down,?[gr. ἔλεκτο ‘legte sich hin’{2},NYI,NYI,NYI,liv
*leg̑-,"collect, pick up","gr. λέγω ‘sammle, lese, zähle, sage’",NYI,NYI,NYI,liv
*leh₁-{1},"decrease,allow",?heth. Prohibitivpartikel lē ‘laß nicht zu!’{2},NYI,NYI,NYI,liv
*leh₁d-{1},"let, allow, leave",got. (+) letan ‘lassen’,NYI,NYI,NYI,liv
*leh₁g̑ʰ-{1},crawl,apr. lise ‘kriecht’{2},NYI,NYI,NYI,liv
*leh₂p-,flash,heth. lāpta ‘glühte’{1},NYI,NYI,NYI,liv
*lei̯d-,(let) go,"alit. léidmi, (west)lit. [léidžiu, (léisti) ‘(los)lassen, in Bewegung setzen, …’{2}",NYI,NYI,NYI,liv
*lei̯g/g̑-{1},jump,"[got. (+) laikan ‘hüpfen, springen’",NYI,NYI,NYI,liv
*lei̯g̑-{1},to bind,alb. lidh ‘(ver)bindet’{2},NYI,NYI,NYI,liv
*lei̯g̑ʰ-,lecken,ved. rāḍhi ‘leckt’,NYI,NYI,NYI,liv
*lei̯h₂-,"cease, dwindle","[gr. λιάσθη ‘sank hin, wich aus, ging weg’{1}",NYI,NYI,NYI,liv
*lei̯kʷ-,"leave behind, move away from",ved. (prá) rikthās ‘ragst hinaus über’{2}; [ā́raik ‘hat verlassen’{3},NYI,NYI,NYI,liv
*lei̯s-,"learn, experience","[got. lais ‘weiß, verstehe zu’{2}",NYI,NYI,NYI,liv
*lemH-{1},break,"lit. lemiù, (lémti) ‘bestimmen’",NYI,NYI,NYI,liv
*lembH-{1},hanging limp,"toch.B lyama, A lyäm ‘saß’{2}",NYI,NYI,NYI,liv
*lembʰ-{1},"grasp, seize",ved. árabdha ‘hat ergriffen’{2},NYI,NYI,NYI,liv
*lendʰ-{1},"to sink, to descend downwards",[ved. mā́ radham ‘daß ich nicht unterliege!’,NYI,NYI,NYI,liv
*lep-{1},to peel,gr. λέπω ‘schäle (ab)’,NYI,NYI,NYI,liv
*les-,"collect, pick up",heth. less-mi ‘auflesen’{1},NYI,NYI,NYI,liv
*leu̯-{1},dirty,lat. pol-luī ‘besudelte’,NYI,NYI,NYI,liv
*leu̯H-{1},"cut off, solve","gr. λύτο ‘löste, befreite’{2}",NYI,NYI,NYI,liv
*leu̯bʰ-,"be kind, please; enchant, confuse",osk. loufir ‘oder’{1a},NYI,NYI,NYI,liv
*leu̯dʰ-{1},"hinder, impede","ved. ápa arodham RV 10,34,2 ‘habe verstoßen’{2}",NYI,NYI,NYI,liv
*leu̯h₃-{1},wash,"[lat. lauō, -ere ‘(sich) waschen’{3}; [umbr. vutu /wo:tu/ ‘soll waschen’{4}",NYI,NYI,NYI,liv
*leu̯k-,to become bright,"heth. lukta ‘es wird hell, dämmert’{2}",NYI,NYI,NYI,liv
*mad-{1},to be/become wet,air. -maid ‘zerbricht (intr.)’{3},NYI,NYI,NYI,liv
*magʰ-{1},"can, be able to","ved. 3s ā́ mahe RV 7,97,2 ‘verschafft’{3}, [Opt. Akt. sám mahema ‘mögen wir zustande bringen’{4}",NYI,NYI,NYI,liv
*mag̑-{1},"paint, smear","[arm. macaw ‘klebte an, haftete; gerann’{2}",NYI,NYI,NYI,liv
*masd-{1},to be/become fat,"ved. mādyati ‘wird fett, ist fett’",NYI,NYI,NYI,liv
*meh₁-{1},"(ab)messen"" [UNKNOWN]","ved. Med. mímite ‘mißt, teilt zu’",NYI,NYI,NYI,liv
*meh₂-,give signs,"[gr. μηνύω, dor. μᾱνύω ‘zeige an, gebe bekannt’{1}",NYI,NYI,NYI,liv
*meh₃-{1},"to cause trouble, to be a burden",ahd. muoen ‘sich abmühen; belästigen’,NYI,NYI,NYI,liv
*mei̯gʰ-,"blink, twitch",?ved. ni-māghamāna- ‘niederblinzelnd’{1},NYI,NYI,NYI,liv
*mei̯k̑-{1},mix,gr. hom. ἔμικτο ‘mischte sich’; [ἔμειξα ‘mischte’{2},NYI,NYI,NYI,liv
*mei̯th₂-,"change, exchange, remove",?ved. Ptz. mithatī́- RV 3x ‘anfeindend’{2},NYI,NYI,NYI,liv
*meld-{1},become soft,"?[ved. 2s Ipv. ví mradā ‘erweiche!’, Med. (MS) ví mradate ‘wird weich’{2}",NYI,NYI,NYI,liv
*melh₂-{1},"grind, mill","[arm. malem ‘zerstoße, zerquetsche’{2}",NYI,NYI,NYI,liv
*melh₃-,to emerge,"gr. ἔβλω· ἐφάνη, ᾤχετο, ἔστη Hsch. ‘kam hervor’, [ἔμολον ‘gelangte’{1}",NYI,NYI,NYI,liv
*melkʷ-{1},"impede, damage, destroy","aav. 3p Med. vi.mərəṇcaitē Y. 31,1 ‘zerstören’",NYI,NYI,NYI,liv
*menH-,"treten, stampfen' (?) [UNKNOWN]",?[umbr. 2s Fut. menes ‘wirst kommen’{2},NYI,NYI,NYI,liv
*menk-{1},"press, knead","?gr. μάσσω, att. μάττω ‘knete, streiche ab’{2}",NYI,NYI,NYI,liv
*menth₂-,"whisk, stir","[ved. mánthati ‘quirlt, reibt (Feuer)’",NYI,NYI,NYI,liv
*mer-,"disappear, die","aheth. merta ‘verschwand, ging verloren’{1}",NYI,NYI,NYI,liv
*merh₂-,"forcibly grab, crush","ved. mr̥ṇā́ti ‘zermalmt’, ní mr̥ṇihi AV ‘packe’, [mr̥ṇáti ‘zermalmt; packt, raubt’{1}",NYI,NYI,NYI,liv
*mers-{1},forgotten,ved. 2s Inj. Med. mā́ mr̥ṣṭhās ‘vergiß nicht!’,NYI,NYI,NYI,liv
*mes-{1},stretch out the arm,"gr. μαίομαι ‘taste, untersuche, erstrebe’{3}",NYI,NYI,NYI,liv
